Category,Resume
DBA DBA DBA,"Ability: Over 6 years of SQL Server DBA and developer experience, Expertise in SQL Server administration, installation, configuration, monitoring and maintenance, Proficient in database performance tuning and troubleshooting, Strong experience in high availability solutions, Experienced in SQL Server upgrades and database migrations, Skilled in capacity planning and disaster recovery, Excellent T-SQL skills, Experience in ETL processes using SSIS, Hands-on experience in Azure SQL Server management, Knowledge of third-party tools like IDERA, Apex, JIRA, TSM and TDP
Education: nan@nan
Experience: SQL DBA/ Database Administrator@nan | SQL DBA/ Database Administrator@nan
Skill: SQL Server 2016, SQL Server 2014, SQL Server 2012, SQL Server 2008 R2, Clustering, Mirroring, Replication, Backup/Recovery, Security, Agent Jobs, Alerts, DB Mail, Notification, Azure, JIRA, Patching, Upgrade, Migration, Database Objects, Performance Tuning, DBCC, DMV, Maintenance Plans, Query Optimization, SQL Server 2000, SQL Server 2005, SQL Server 2008, SQL Server 2008 R2, Backup/Restore, Point-in-Time Recovery, Replication, Log Shipping, Database Mirroring, Patching, Performance Tuning, Database Objects, Backup/Restore, Job Scheduling, SSRS, SSIS, Data Loading, Data Transformation"
SQL Server Database Administrator,"Ability: SQL Server database administration, System Analysis, Design, Development and Support, Database design, installations, conversions, Database backup and recovery procedures, Database access security and integrity, Physical data storage design and management, Database Performance, Maintenance and Development, SQL Server service packs and updates configuration, SQL Security settings configuration, Database backup & recovery & DR planning, SQL Server Agent jobs and maintenance plans creation, modification, and optimization, Query Analyzer and Profiler for tuning queries, Backup plan and disaster recovery strategies design and implementation, Databases, tables, views, store procedures and triggers design and creation, Database performance troubleshooting and optimization, SQL Server Agent jobs review and corrective actions, Database Security management, Database monitoring and performance tuning, Database administration for SQL Server databases, Database security management, Database monitoring tools usage, Always on, clustered and mirrored environments experience, SQL Statements, Instance Parameters, and Data Storage tuning and optimization, Database systems patching and service packs installation, SQL Server Constraints utilization, T-SQL Stored Procedures, Triggers, Tables, User Defined Functions, Views and Indexes, Troubleshooting and user support, Upgrades and patches installation, User training, Technical documentation writing, Meetings with ERP team, development, QA, and End Users, Liaison between business and technical resources, Physical database model creation from logical database model, Testing to ensure systems' functionality, Ticketing queue and JIRA management, Ad-hoc queries creation using T-SQL, Complex T-SQL queries creation, 24x7 on call support, Requirement capturing and modeling, Testing on SQL modules
Education: Bachelor of Business Administration in Accounting@Middle Tennessee State University
Experience: SQL Server Database Administrator@FEDERAL RESERVE BANK | SQL Server Database Administrator@OMNITRACS LLC | SQL Database Administrator Support@Nationstar Mortgage LLC
Skill: Install and configure new Microsoft SQL Server instances, Review, analyze, and evaluate business systems and user needs, Database design, installations, conversions, Database backup and recovery procedures, Database access security and integrity, Physical data storage design and management, Database Performance, Maintenance and Development, SQL Server service packs and updates configuration, SQL Security settings configuration, Database backup & recovery & DR planning, SQL Server Agent jobs and maintenance plans creation, modification, and optimization, Query Analyzer and Profiler for tuning queries, Backup plan and disaster recovery strategies design and implementation, Databases, tables, views, store procedures and triggers design and creation, Database performance troubleshooting and optimization, SQL Server Agent jobs review and corrective actions, Database Security management, Database monitoring and performance tuning, Database administration for SQL Server databases, Database security management, Database monitoring tools usage, Always on, clustered and mirrored environments experience, SQL Statements, Instance Parameters, and Data Storage tuning and optimization, Database systems patching and service packs installation, SQL Server Constraints utilization, T-SQL Stored Procedures, Triggers, Tables, User Defined Functions, Views and Indexes, Troubleshooting and user support, Upgrades and patches installation, User training, Technical documentation writing, Meetings with ERP team, development, QA, and End Users, Liaison between business and technical resources, Physical database model creation from logical database model, Testing to ensure systems' functionality, Ticketing queue and JIRA management, Ad-hoc queries creation using T-SQL, Complex T-SQL queries creation, 24x7 on call support, Requirement capturing and modeling, Testing on SQL modules"
Systems Administrator,"Ability: Systems Administrator, Database Administrator, Network Administration, EDI Setup and Monitoring, ERP System Management, SQL and Reporting, Active Directory Management, VMware Administration, Exchange Server Management, Troubleshooting and Problem-Solving, Project Management, Automation and Scripting, Technical Support and Training
Education: Computer Science@Stevens Institute of Technology
Experience: Systems Administrator@Automann | Database Analyst@Hadassah | Systems/ Database Administrator@Sango America, Inc | Contract Installation/Network Technician@Hewlett-Packard | Quality Control Technician@Sanofi Genzyme Biosurgery
Skill: Windows 7 and 10, Desktop applications including Office 2013/2016/2019, Remote Desktop, 3D/CAD installation/configuration, Epicor Prophet 21, EDI setup and monitoring, Sonicwall Firewalls, Dell & Meraki Routers, Switches and wireless access points, VMware ESXi Servers, Active Exchange 2016, SQL Server 2016, SharePoint 2013, Domain management, User accounts, Authentication and authorization using Active Directory, Organizational Units and Global Policies, Label Printing software/printers, Handheld scanners running Windows CE, iWarehouse, EDI connections, Mapforce, Business Intelligence reports, SQL, SSRS, Crystal Reports, SSIS packages, Exchange mailbox database migration, vCenter, SQL server performance troubleshooting, PledgeMaker/Clearview, Blackbuad/Illuminate, CRM database software, SQL/SQL Plus, SQL Developer, Oracle 12c database, Excel, Pivot tables, Vlookup, Jaspersoft, SQL Loader, SQL scripts, Procedures, Analysis reports, Functions and packages, Website testing, Network support, IT support, Electronic Data Interchange (EDI, X12 Standard), Value Added Network (VAN) processes, EDI relationships, EDI document translation, Address tables, EDI production systems and operations, EDI message tracking, ERP system, Windows network & infrastructure, Active Directory, DHCP, DNS, Windows SQL Server, Windows Terminal Server, Crystal Reports, SQL, Help desk support, Software training, System upgrades, Adobe Photoshop, Adobe Illustrator, SFTP, ETL/data extraction, Visual Studio, SSIS packages, FedEx Ship Manager, UPS WorldShip, SQL database administration, SQL scripts, Queries, Reports, Procedures, Projects, Table creation, Troubleshooting, Network setup, Equipment shipping, IP address configuration, Firmware upgrades, Controllers, Wireless access points, Antennas, NIC, UPS, VLANs, TFTP servers, Tera Term, Switch configuration, Equipment tracking, MS Excel, MS Access, Project management, Microbiology department, Database maintenance, Data entry, Revisions and corrections, Liaison between Microbiology and Quality Assurance (QA)/Validation departments, Standard Operating Procedures (SOPs), Out of spec test results, Noncompliance report (NCR), SQL queries, Data archiving"
Oracle Database Administrator,"Ability: Oracle Database Administration, Performance Tuning, High Availability, Data Protection, Oracle RAC, Oracle Data Guard, Oracle Golden Gate, SQL Tuning, UNIX Shell Scripting, Oracle Database Upgrades, SQL, PL/SQL, Oracle Flashback Technology, Capacity Planning, Oracle Advanced Compression, Database Security, Database Patching
Education: Bachelor's in Computer Science and Business Management@University of Buea | High school or equivalent in Genaral Study@Lycee of Bandjoun
Experience: Oracle Database Administrator@Sedgwick CMS | Oracle Database Administrator@3M Companies Inc
Skill: Database, Oracle, Oracle 10g, PL/SQL, SQL, RMAN, HP-UX, Unix, Solaris, Linux, Shell scripting, VPN, Cisco, RDBMS, Oracle Database, RAC, Database, Oracle, Oracle 10g, PL/SQL, SQL, RMAN, Unix, Linux, Shell scripting, RDBMS, Oracle Database, RAC"
Oracle Database Administrator,"Ability: DATABASE, DATABASES, ORACLE, SQL, RMAN, LINUX, HP-UX, UNIX, UX, SOLARIS, OEM, RED HAT, SUN, ACTIVE DIRECTORY, Amazon Elastic Block Storage, BEA, BEA WEBLOGIC, EBS, EMC, LOADER, MIDDLEWARE, WEBLOGIC, AIX, ODI
Education: BSc in Science of Education@OLNC Training Center | nan@University of Buea
Experience: Oracle Database Administrator@Norton Healthcare | Oracle Database Administrator@Krogers | Oracle Database Administrator@Miso Inc | Oracle Junior DBA@Brightpoint Inc
Skill: DATABASE, DATABASES, ORACLE, SQL, RMAN, LINUX, HP-UX, UNIX, UX, SOLARIS, OEM, RED HAT, SUN, ACTIVE DIRECTORY, Amazon Elastic Block Storage, BEA, BEA WEBLOGIC, EBS, EMC, LOADER, MIDDLEWARE, WEBLOGIC, AIX, ODI, DATABASE, DATABASES, ORACLE, SQL, RMAN, LINUX, HP-UX, UNIX, UX, SOLARIS, OEM, RED HAT, SUN, ACTIVE DIRECTORY, Amazon Elastic Block Storage, BEA, BEA WEBLOGIC, EBS, EMC, LOADER, MIDDLEWARE, WEBLOGIC, AIX, ODI, DATABASE, DATABASES, ORACLE, SQL, RMAN, LINUX, HP-UX, UNIX, UX, SOLARIS, OEM, RED HAT, SUN, ACTIVE DIRECTORY, Amazon Elastic Block Storage, BEA, BEA WEBLOGIC, EBS, EMC, LOADER, MIDDLEWARE, WEBLOGIC, AIX, ODI, DATABASE, DATABASES, ORACLE, SQL, RMAN, LINUX, HP-UX, UNIX, UX, SOLARIS, OEM, RED HAT, SUN, ACTIVE DIRECTORY, Amazon Elastic Block Storage, BEA, BEA WEBLOGIC, EBS, EMC, LOADER, MIDDLEWARE, WEBLOGIC, AIX, ODI"
Oracle Database Administrator,"Ability: Oracle Database Administrator, Backup & Recovery, Security Implementation, Upgrades, Patching, Migration, Database Design, Monitoring & Tuning, Replication, Transparent Data Encryption, Database Auditing, Patch Management, Database Architecture, Access Control, User Management
Education: Industrial Engineering@North Carolina A&T State University
Experience: Oracle Database Administrator@Executive Office for US Attorneys | Database Administrator II@CACI International | Remedy Consultant@Column Technologies
Skill: Oracle 10g, Oracle 11g, Oracle 12c, MySQL, MS SQL Server, Backup & Recovery, Security Implementation, Upgrades, Patching, Migration, Database Design, Monitoring & Tuning, Replication, Linux Red Hat Enterprise, Authentication, Authorization, and Auditing, RMAN, DATAPUMP, SQL/Oracle server installations, Database design, Backups, TDE encryption, DBMS_Scheduler, GOLDEN GATE, SAP reporting, Remedy, Workflow, Access control, Report creation, User management, Communication"
Database Administrator,"Ability: Database Administrator, Male Revue Dancer
Education: Bachelor's in Business Administration@UNLV
Experience: Database Administrator@Cigna | Male Revue Dancer@Labare
Skill: Excel"
Oracle Database Administrator,"Ability: Motivated and skilled Oracle Database Administrator, Proficiency in Oracle Database 9i, 10g, 11g and 12c Administration, Backup and Recovery of Oracle Databases using RMAN utility and Logical Backups, Creation and maintenance of Oracle Data Guard, Knowledge on Real Application Cluster(RAC) and ASM (Automatic Storage Management), Analyzing STATSPACK, AWR, ADDM and Explain Plan Reports for performance tuning, Extensive use of Oracle Enterprise Manager Cloud Control 12c, Recover tables using Flashback recovery techniques, Administration of Tables, Indexes, Extent and User management, Configuring LISTENER and TNSNAMES in network applications, Monitoring of File system, Tablespaces (datafiles) usage, Archival Space Monitoring and regulating Archival growth, Creating and managing DBLINKs and Materialized views, Hands-on experience on Oracle Exadata Database x6 Machines (Half Rack), Adept in Oracle Golden Gate online sync and Replication monitoring
Education: Bachelor of Engineering@MVJ College of Engineering
Experience: Oracle Database Administrator@Delta Airlines | Oracle Database Administrator@Qualcomm | Oracle Database Administrator@Comcast | Oracle Database Administrator@Ameriprise Financials
Skill: Oracle Database 9i, 10g, 11g and 12c Administration, RHEL 4/6, SUN Solaris, AIX, SUSE and Windows Platforms, RMAN utility and Logical Backups using traditional Export/Import and Data Pump, Oracle Data Guard, Real Application Cluster(RAC) and ASM (Automatic Storage Management), STATSPACK, AWR, ADDM and Explain Plan Reports for performance tuning, Oracle Enterprise Manager Cloud Control 12c, Flashback recovery techniques, Tables, Indexes, Extent and User management, LISTENER and TNSNAMES in network applications, File system, Tablespaces (datafiles) usage monitoring, Archival Space Monitoring and regulating Archival growth, DBLINKs and Materialized views, Oracle Exadata Database x6 Machines (Half Rack), Oracle Golden Gate online sync and Replication monitoring, Primary Development DBA for a set of applications/databases, Providing advice to Software Engineers on the effective use of Oracle features, Performance tuning using Statspack, AWR, ADDM, ASH, Explain Plan, Oradebug, tkprof, Index recommendations, SQL profile creation, One-off patches and PSU patches management, Schema/table logical backups using Data Pump, Schema comparison reports between environments, Resource Manager setup for CPU & I/O bound databases, Large sized data warehouse databases (close to 100 Terabytes) on Exadata boxes, Oracle 11gR2 databases with RAC setup (3 Node cluster) on Red Hat Linux, Oracle security (CPU and PSU) patches and bug fix patches application, Database Backup strategies using RMAN and Database recovery, High availability solutions (DR) using Oracle Data Guard, Database reorganization for performance, disk space reclamation and uptime, Production, Development and Testing Database management and support, Database objects creation (tables, indexes, constraints, synonyms, views, packages, procedures, functions), Privileges and roles granting to application user IDs, Tablespace usage monitoring and growth analysis, datafiles resizing, Alertlogs, ASM logs, /var/log/messages monitoring for incidents, ORA-01555(SNAPSHOT TOO OLD) error resolution, AWR, ADDM, ASH reports generation for incident analysis, Data Pump for data transfer between databases, SCP or FTP/SFTP for dump files transfer, Session tracing (10046,10053) and hanganalyze, systemstate, Oracle Support engagement for database related issues, Statistics collection for tables with STALE status, Database Backup Reports monitoring and manual backup triggering, Production, Development and Test Databases management and support, Tablespace Usage, ASM Usage, Archival Usage, Database & Instance connectivity monitoring, Database Backup Report monitoring and manual backup triggering, Database security patches (CPU & PSU) application and database upgrades, Physical standby databases Log Shipping monitoring and archive gaps application, Partitioned tables/indexes maintenance and future partitions addition, Database alertlogs monitoring for incidents, Tablespace usage monitoring and growth analysis, datafiles resizing, AWR, ADDM, ASH and Explain plan reports generation for incident analysis, Application requests handling (password reset, account unlock, profile change, Explain Plan), ORA errors resolution by investigating alertlogs and trace files, Manual Cloning of databases from the latest backup, Incidents status tracking and SLA meeting"
Database Administrator,"Ability: Relational database design, Analysis, Modeling, Development, Administration, Implementation, Troubleshooting, Quality management, Agile environment, AWS cloud, Oracle Cloud Infrastructure, Oracle Database upgrade, Active Data guard, MS-SQL server, MySQL, OLTP, Data Warehouse, ETL, ERWIN, Oracle Data Integrator, RMAN, Advance Compression, Oracle partitioning, Materialized Views, Database links, SQL, PL/SQL, TOAD, SQL Developer, Database Design, Database tuning, Application Tuning, Oracle Streams, Oracle Enterprise Manager, SQL Tuning Advisor, Oracle Scheduler, SQL Monitoring, Backup and recovery, Security, Compliance, Audit, Bash/shell scripts, GitHub, SVN
Education: Master's in Computer Integrated Manufacturing and Management in Computer Integrated Manufacturing and Management@University Of Huddersfield | Bachelor of Engineering in Engineering@Jawaharlal Nehru Technological University
Experience: Database Administrator@HPE/DXC/Perspecta | Data Modeler/ DBA@Ally Financials | Database Administrator@University Of Michigan | Database Administrator@CARFAX Inc | Programmer/DBA@ORSCHELN FARM & HOME
Skill: SQL, PLSQL, Linux, Unix, MySQL, MSSQL, Database Administration, Database Development, Performance Management, SQL Tuning, DBA, Sql Dba, Oracle Dba, Sql Server, ETL, SQL, PLSQL, Linux, Unix, MySQL, MSSQL, Database Administration, Database Development, Performance Management, SQL Tuning, DBA, Sql Dba, Oracle Dba, Sql Server, ETL, SQL, PLSQL, Linux, Unix, MySQL, MSSQL, Database Administration, Database Development, Performance Management, SQL Tuning, DBA, Sql Dba, Oracle Dba, Sql Server, ETL, SQL, PLSQL, Linux, Unix, MySQL, MSSQL, Database Administration, Database Development, Performance Management, SQL Tuning, DBA, Sql Dba, Oracle Dba, Sql Server, ETL, SQL, PLSQL, Linux, Unix, MySQL, MSSQL, Database Administration, Database Development, Performance Management, SQL Tuning, DBA, Sql Dba, Oracle Dba, Sql Server, ETL"
Oracle Database Administrator,"Ability: Oracle Database Administration, RMAN, Datapump, SQL Tuning, Linux Administration, AWS Management, Data Guard, Golden Gate, Backup and Recovery, Performance Tuning
Education: nan@nan
Experience: Oracle Database Administrator@Cotiviti | Oracle Production Support Database Administrator@FIU College of education
Skill: Oracle, Database, DBA, RMAN, Datapump, SQL, PL/SQL, Linux, AWS, RDS, EC2, Backup, Recovery, Cloning, Patching, Monitoring, Performance Tuning, Data Guard, Golden Gate, SQL Tuning, Oracle, Database, DBA, RMAN, Datapump, SQL, PL/SQL, Linux, Backup, Recovery, Cloning, Patching, Monitoring, Performance Tuning, Data Guard, Golden Gate, SQL Tuning"
SQL Database Administrator,"Ability: SQL Server Installation and upgrade, Database Migration, Database Architecture, SQL Server Security, SQL Server Backup and Restore, SQL Server High Availability, SQL Server Performance Tuning, Hardware and software troubleshooting, SSRS, SSIS, Database Management, SQL Server 2008, 2008R2, 2012, Database Maintenance, High Availability, Security Management, Query Optimization, Troubleshooting
Education: Bachelor of Business Administration in Business Administration@MAIWAND University | Diploma in Information Technology@Danish Institute
Experience: SQL Database Administrator@Wing Zone | SQL DBA@Azizi Bank
Skill: SQL Server Installation and upgrade, Database Migration, Database Architecture, SQL Server Security, SQL Server Backup and Restore, SQL Server High Availability, SQL Server Performance Tuning, Hardware and software troubleshooting, SSRS, SSIS, Database Management, SQL Server 2008, 2008R2, 2012, Database Maintenance, High Availability, Security Management, Query Optimization, Troubleshooting"
SQL Database Administrator,"Ability: SQL server, SQL server 2000, SQL, T-SQL, DBA, SQL DBA, Windows Server 2008R2\2012, Active Directory and SQL Administration/development, SSMS, Redgate, Idera, Azure, SQL Server 2000/2005/2008/2012,2014/2016, WINDOWS 2012/2008R2/2003/XP/NT, UNIX SHELL scripting, MS office
Education: BSC in Information Systems and Cyber Security@United Methodist University
Experience: SQL Database Administrator@AGO GLOBAL CONSULTING | SQL Database Administrator@InfoView Data Solution Inc | SQL Database Administrator@ISHGLO - One - Corp
Skill: Create database tables and Views, Create Clustered and non-clustered indexes, T-SQL in Creating Procedures and triggers, Basic NoSQL querying, Plan, install, build, manage, support, configure and test Database server infrastructure components and connectivity, Deploy new SQL Server environments, Maintain server security, Implement SQL server performance Tuning, Installed and configured 4 node SQL Server 2014 Ent cluster, Manages multiple nodes of Clustered and Stand-alone SQL server 2014/2012/2008 R2, Monitor and troubleshoot backups, scheduled jobs, and monitor systems and processes for performance related issues, Provides support in planned DR solution testing, Interface directly with end user'1s and other IT groups, Perform vulnerability and remediation for all SQL Server database server, Participates in meetings impacting databases physical architectural design, Apply Microsoft Security Patches, Utilized Microsoft SQL Server Reporting Services (SSRS) and Integration Services (SSIS) platform (ETL), Implemented Procedures for performance optimization and development of MYSQL database applications, Develop Stored procedures, Functions and triggers for MYSQL database needs, Implement SQL server performance Tuning, Installing and configuring MS SQL Server 2005\2008R2 fail-over Cluster and its applicable Service Packs, Setup, configure, administer and maintained MYSQL Server databases, Implement and manage MS SQL Cluster (Active/Passive & Active/Active), Multi Node Cluster up to 8 Node, Upgrade SQL Server database environment from SQL Server 2000 -> 2005-> 2008->2012>2014, Deployed SSIS projects. Schemas and configured Report Server to generate reports through SSRS, Scheduling and managing SQL Server database backup jobs, Extract, Transform and Load millions of clinical data into ETL database using SSIS, SQL Server jobs performance and impact on normal operations, Developing and implementing DBA maintenance plan, Participated in meetings impacting databases physical architectural design, Assist web Application developers with database related issues, Maintain Relational Database infrastructure, software, upgrades, and patches, Monitor and provide response for all database systems, Create database tables and Views in both Production and Test environments, Develop Stored procedures using T-SQL, using T-SQL in creating triggers, Functions and triggers for database needs, Hardening Oracle environments per company database Security auditing recommendations, Apply CPU Patches to Oracle E-Business Suite Databases and Applications, Responsible for working with application developers, systems administrators and management to ensure that any new product usage or release upgrade takes place with minimal impact on test and production environments, Support and managed databases in High Availability environments, Migration of several databases (size 500GB -7.2TB) and Applications to new servers using RMAN, Evaluates new releases of Oracle and its tools, and third party products to ensure that the site is running the products that are most appropriate, J2EE application support and support"
Oracle Database Administrator,"Ability: Installing and configuring different Oracle versions, Monitoring and managing databases, Performance tuning, Backup and recovery, Database security, Data migration, Database/schema refreshes, Cloning, Data Replication, Patch/Upgrade Installation, Physical Standby Data guard, 2 node RAC, Golden Gate for Oracle High Availability Solutions, Data warehouse and data modeling, PeopleSoft HR, FN and CRM support, ETL
Experience: Oracle Database Administrator@Vectren | Oracle DBA@Admiral Insurance Company
Skill: AIX, LINUX, SOLARIS, Oracle Dba, DBA, AIX, LINUX, SOLARIS, Oracle Dba, DBA"
Oracle Database Administrator,"Ability: Installing and configuring Oracle databases, Monitoring and managing databases, Performance tuning, Backup and recovery, Database security, Data migration, High availability solutions, Data warehousing and data modeling
Education: nan@nan
Experience: Oracle Database Administrator@Vectren | Oracle DBA@Admiral Insurance Company
Skill: Tuning, AWR, ADDM, ASH, Trace Analyzer, OEM 12c, RAC, OCR, Golden Gate, TDE, Solaris 11, Data Guard, Partitioning, RMAN, EXPDP/IMPDP, SQL Tuning, ASM, Statspack/AWR, Explain Plan, Oracle 11g RAC, ASM, Data Guard, Golden Gate, Performance Tuning, Backup and Recovery, TDE, Partitioning, Data Pump, TOAD, AWR, ADDM, Explain Plan"
SQL Server Database Administrator,"Ability: Database Design, Database Maintenance, Performance Tuning, Database Troubleshooting, SQL Server Installation, Database Backup and Restore, Database Security, Database Mirroring, Database Automation, Database Migration, SQL Server Reporting, SQL Server Integration, PowerShell Scripting
Education: Bachelor of Science in Economics@University of Uyo
Experience: SQL Server Database Administrator@Comcast Cable | SQL Server DBA@Charter Communications | SQL Database Administrator@Cisco Systems
Skill: SQL Server, Database Design, Database Maintenance, Capacity Planning, IDERA SQL Diagnostic Manager, SQL Server 2014, SQL Server 2016, Windows Server 2012, Linked Server Configuration, Database Backup and Restore, Database Migration, Performance Tuning, Database Troubleshooting, SQL Server Installation, Database Backup and Restore, DBCC Statements, Database Maintenance Plans, Database Security, Database Mirroring, Database Mail, SQL Server Agent, SQL Server Event Alerts, Index Management, Database Migration, SQL Server Patching, SQL Server Integration Services, SQL Server Reporting Services, PowerShell Scripting, SQL Server 2008 R2 Administration, Backup and Recovery Strategies, SQL Server Performance Optimization, SQL Server Installation and Upgrades, Database Security, SQL Server Troubleshooting"
Database Administrator,"Ability: Commitment, Leadership, Integrity, Configuring and monitoring AlwaysOn availability groups, Setting up and monitoring database mirroring, Migration of on premises databases to Azure, Identifying and fixing slow running queries, Database administration activities including; installation, configuration, capacity planning and space management, Recovery of databases from backups, implementing Point-in-Time Recovery solutions, Troubleshooting production issues, Upgrading database (in place and side by side), Setting up and monitoring Replication (transactional, snapshot, and merge), Migrated SSIS packages from SQL Server 2008 R2 to SSIS 2012, Scheduling Maintenance jobs and backup, Perform Technical analysis and troubleshooting on complex database problems, Collaborate with internal and external leadership to provide actionable data as needed, Oversaw quality plan for service center and recommended improvements, Provide quality feedback to team leaders to help facilitate quality improvement, Prepare and analyze reports to properly reflect outcomes and improve upon response, Plans, conducts, coordinates and implements a comprehensive training program for staff
Education: Associate of Arts in Early Childhood Development in Education and Certificates@Northern Virginia Community College
Experience: Database Administrator@Service Source Inc | Senior Quality Monitor@GDIT
Skill: Database, SQL Server, Replication, SQL, Clustering, MySQL, Sql Dba"
Senior Database Administrator,"Ability: Installation and Configuration of DB2 environment, Upgradation of database, Actively Involved in design/configuring databases on HADR-TSA/HADR-VCS and VCS clusters, Apply the db2 patches by using zero down time Approach, Setting up the Q-Replication as per customer requirement by using Bi-Directional strategy, Experience in managing Table space Capacity Management, Archival logs and DB Backups, Extensive work experience in DB Tuning, Performance issues and Query Optimization, Having experience on DPF environment servers, Setting up the Zero Down Time server as per customer requirement by using database WRITE SUSPEND/RESUME mode, Strong knowledge in Database Physical Support and Design, Hands on experience on DB Backup and Recovery strategies, Hand-on experience in Migrating Databases from DB2 V9.x to V10.x, Extensive experience in working with db2 specific tools, Ensure availability of databases through database backups, verifying backups, ensure proper functioning of Jobs, Improve security by controlling user privileges/roles and implement profiles to meet the Security Standards, Create and maintain DB2 UDB instances and databases for development, test, and production environments within AIX operating environment, Implemented backup compression techniques and can support Time finder backups, Having good knowledge of AIX and Linux Operating System, Monitor security breaches, error log(s), database and log space, user activity and resource utilization of production environment, Work with application programmers to ensure that application problems do not adversely affect production operations, Stabilizing the DB2 environments and streamlined the systems, Identifying key milestones and deliverables, Configuring the High Availability techniques like HADR& HACMP, Installing and configuring the databases to IBM OPM tool for proactive monitoring of DB2 databases, Extensive experience in fine tuning of long running queries, Extensive experience in loading large volumes of data across DB's, Backup & Recovery of Database, Online database backup, archived log files and Offline, Granting / revoking various authorizations to different Users/Groups, Capture and analyze Explain and Visual Explain information, Usage of tools like DB2 Load, Import, Export and Reorg, Run stats, Reorg Check, Backup, Restore, Db2move and Db2look, Creation and management of both system level and object level roles and privileges for various users, Exposure on DR test & strategies like Failover Clustering/HADR, Cataloging Databases on various nodes, Involved in physical database layout design, Working with apps team to deploy the releases on time and more accurately, Snapshot monitoring was done to detect deadlocks, buffer pools and lock escalations, Provide assistance to the development team on performance tuning, resolving locking situations, assist data modeler with SQL scripts, Responsibilities include disaster recovery, capacity planning and Real Time monitoring, troubleshooting and proactive maintenance, Perform file system copy from production to non-production using TSM backup and recovering DB2 databases in non-production environment, Implemented Database partitioning and Archival logging in DB2 UDB, Troubleshoot the issues as and when required, Attending Weekend calls with offshore and onsite teams, Setup and maintain documentation and standards
Experience: Senior Database Administrator@AppLab Systems Inc | Senior Database Administrator@Infinite Computer Solutions
Skill: Installation and Configuration of DB2 environment in LUW, Upgradation of database from v9.5fp7 to V9.7 fp11 from v9.7fp11 to V10.5 fp6, Actively Involved in design/configuring databases on HADR-TSA/HADR-VCS and VCS clusters, Apply the db2 patches by using zero down time Approach, Setting up the Q-Replication as per customer requirement by using Bi-Directional strategy, Experience in managing Table space Capacity Management, Archival logs and DB Backups, Extensive work experience in DB Tuning, Performance issues and Query Optimization using db2batch & db2advis, Having experience on DPF environment servers, Setting up the Zero Down Time server as per customer requirement by using database WRITE SUSPEND/RESUME mode, Strong knowledge in Database Physical Support and Design, Hands on experience on DB Backup and Recovery strategies, Hand-on experience in Migrating Databases from DB2 V9.x to V10.x, Extensive experience in working with db2 specific tools such as db2pd, db2dart, db2support, db2top, db2inspect, db2advise,db2explain, db2diag,db2look, db2move & db2relocatedb, Ensure availability of databases through database backups, verifying backups, ensure proper functioning of Jobs, Improve security by controlling user privileges/roles and implement profiles to meet the Security Standards, Create and maintain DB2 UDB instances and databases for development, test, and production environments within AIX operating environment, Implemented backup compression techniques and can support Time finder backups, Having good knowledge of AIX and Linux Operating System, Monitor security breaches, error log(s), database and log space, user activity and resource utilization of production environment, Work with application programmers to ensure that application problems do not adversely affect production operations, Installation and Configuration of DB2 environment in LUW, Stabilizing the DB2 environments and streamlined the systems, Identifying key milestones and deliverables, Upgradation of database from v9.5 fp10 to v9.7 fp7, Configuring the High Availability techniques like HADR& HACMP, Installing and configuring the databases to IBM OPM tool for proactive monitoring of DB2 databases, Extensive experience in fine tuning of long running queries, Extensive experience in loading large volumes of data across DB's, Backup & Recovery of Database, Online database backup, archived log files and Offline, Granting / revoking various authorizations to different Users/Groups, Capture and analyze Explain and Visual Explain information, Usage of tools like DB2 Load, Import, Export and Reorg, Run stats, Reorg Check, Backup, Restore, Db2move and Db2look, Creation and management of both system level and object level roles and privileges for various users, Exposure on DR test & strategies like Failover Clustering/HADR, Cataloging Databases on various nodes, Involved in physical database layout design, Working with apps team to deploy the releases on time and more accurately, Snapshot monitoring was done to detect deadlocks, buffer pools and lock escalations, Provide assistance to the development team on performance tuning, resolving locking situations, assist data modeler with SQL scripts, Responsibilities include disaster recovery, capacity planning and Real Time monitoring, troubleshooting and proactive maintenance, Perform file system copy from production to non-production using TSM backup and recovering DB2 databases in non-production environment, Implemented Database partitioning and Archival logging in DB2 UDB, Troubleshoot the issues as and when required, Attending Weekend calls with offshore and onsite teams, Setup and maintain documentation and standards"
